AccountName,gameId,Date,Hours_Played,isPositive,noOfHelpful,noOfFunny,review,isValid,Polarity,isSingle
Nerd Koopa,219740,"October 7, 2017",28.6 hrs on record,Recommended,134,9,"hat kid herself doesn't have much personality beyond cute and happy during most of the gameplay , but her character becomes more apparent in her diary entires , relic descriptions and the way she comments on various world objects .",1,0,1
Pewt,4000,"June 27, 2017",58.5 hrs on record,Recommended,36,0,"there's a great modding scene which provides all sorts of things , from nice visual blocks ( ceiling lamps ) to gameplay tweaks ( richer and more frequent traders ) to custom races and other much more complicated things .",1,1,1
Orpheolus,219150,"March 23, 2015",386.7 hrs on record,Recommended,1,0,like cutting through enemies .,0,-2,-2
Mavi,253230,"October 12, 2017",5.3 hrs on record,Recommended,4,0,"i want to avoid overly praising the game and putting it on a pedestal , i am just impressed by it's bold and unorthodox approach and simple yet immersive gameplay .",1,1,1
MechMK1,253230,"July 31, 2017",258.3 hrs on record,Recommended,24,4,"in addition to choosing which storyteller you like , you can also set a difficulty , which affects how much of a curveball they are going to throw you .",1,0,1
7.66E+16,219740,"January 6, 2018",10.3 hrs on record,Recommended,78,3,5 gameplay 10 accessibility 9 notes overall rating is a combination of the gameplay ( mechanics and story ) and accessibility ( how the game includes deaf / hoh gamers ) .,1,0,1
Wicked Wonder,238460,"August 14, 2017",188.3 hrs on record,Recommended,28,3,"it's quite addictive in its base building , resource management and invader defence mechanics .",1,1,1
MattotheInkling,253230,"January 24, 2015",50.2 hrs on record,Recommended,1,0,"don't forget training cards the trading cards are very useful to warp places , getting items and defeating enemies .",1,0,1
Knal1991 - Saint,238460,"December 29, 2013",10.5 hrs on record,Recommended,1,0,"still the game rewards you for being as reckless as possible , the more reckless you are , the longer your killing streak gets , the more points you will earn and the more weapons and masks will unlock .",1,0,1
Eddy63,219740,"July 16, 2016",584.4 hrs on record,Recommended,54,5,"also one hare turned crazy and ran to my base ( monty python anyone ) it was an epic fight , seeing all my enemies neutralizing themselves .",1,0,1
ModdledGore,698780,"January 17, 2017",57.4 hrs on record,Recommended,21,0,"rip lawrence ) stil in development moddable cons it can be really hard ai narrators will punish relentlessly hard to create colonists that are effective without negetive affect on the colony or themselves ( not really a con it keeps the game balanced but some may not like it ) still in development costs money tl dr : hard colony sim , lots of customizability and funny / infuriating gameplay , still in development , comparable to dwarf fortress .",1,0,1
Subject153,253230,"September 7, 2016",11.9 hrs on record,Recommended,1,0,"it is a rock solid , game , with awesome music and gameplay .",1,1,0
Misheru-san,219740,"March 29, 2016",115.4 hrs on record,Recommended,1,0,"you waste most of you energy fishing up trash and then by the time you do catch something you pretty much instantly lose it because the mechanics are so difficult , it's such a waste of energy and time .",1,-1,1
Emalco,294100,"May 21, 2013",309.6 hrs on record,Recommended,1,0,"rocket boots , different kinds of enemies , lot of blocks and minerals , meteorites , giant worms .",1,0,1
★Vox,219740,"July 18, 2018",15.1 hrs on record,Recommended,3,0,the controls feel nice and hat kid has is easy to get used to which can lead to you finding some skip areas if you look around enough .,1,1,1
Jarago,238460,"July 29, 2016",106.1 hrs on record,Recommended,2,0,there are also 5 difficulty levels to beat .,1,0,1
Hirosam,219150,May-05,58.2 hrs on record,Recommended,13,0,"no problem , there is probably something in the workshop that fixes it , or improves your gameplay .",1,0,1
chaser_r2,238460,"November 26, 2017",492.9 hrs on record,Recommended,4,0,"features unique character generation intimate detail for pre generated stories / backgrounds fine tuned combat statistics realistic injuries / health colonists require psychological cares , such as : entertainment adequately nice and clean living environment positive social interaction wide variety of construction material , weaponry , and animal life human ( and mechanical ) enemies an entire randomly generated world to explore and a many other things i'm excluding in the sake of review length pros : great ai for your own colonists as well as enemies massive modding community for replayability multiple ways of reaching the end of the game rather helpful play along tutorial / tips gui cons : updates are slow , and typically break mods ( you'll be waiting for mod updates , as well ) lack of official content makes the vanilla game repetitive after some time sometimes i find myself growing attached to characters , and not because they're wielding expensive bionic modifications to their anatomy .",1,1,1
Ignis,253230,"December 2, 2014",12.6 hrs on record,Recommended,1,0,50e ( but i think worth full price ) has awesome gameplay especailly its co op really funny to play with some friends in your house ( recommend controllers ) but even online is awesome .,1,1,1
emperortomato,253230,"July 5, 2014",12.0 hrs on record,Recommended,1,0,"this is because stages are just short enough that once you find your rhythm on a level , you won't have too much difficulty repeating your previous successes .",1,0,1
KT_Extinction,253230,"July 16, 2016",81.0 hrs on record,Recommended,51,3,"rimworld's graphics are the simplistic , charming prison architect style , with similar mechanics in zoning and construction mechanics .",1,0,0
JOINGIVEAWAYS.COM | LeNoXX,253230,"December 9, 2013",4.0 hrs on record,Recommended,1,0,good game nice fast gameplay got it for 2 but i would not pay 8 for it,1,1,1
Ioplop,219150,Jan-27,300.5 hrs on record,Recommended,26,3,"in my experience , it doesn't get repetitive .",1,1,1
The Noot Noot Man,253230,"March 19, 2016",9.5 hrs on record,Recommended,1,0,"some of the most fun you can have on a pc with simple , responsive controls , timing , and silly masks .",1,1,1
MattotheInkling,4000,"January 24, 2015",50.2 hrs on record,Recommended,1,0,"the arena stage is that you can enter that you have a full hp , if you open the chest and you get the items , enemies will pop out and you need to kill it .",1,0,1
Jokkebassen,113200,"March 1, 2016",44.4 hrs on record,Recommended,1,0,you'll get many hours of gameplay out of this game before you feel like you've exhausted all of the content .,1,1,1
Nigward,105600,"August 20, 2015",93.9 hrs on record,Recommended,1,0,this game has way more weapons and bosses .,1,1,1
Choppytehbear,253230,"October 18, 2018",534.3 hrs on record,Recommended,61,5,"press a brain usage to learn / hard to master good difficult souls to grind if u care about leaderboards / ranks necessary to progress good average grind level much grind need a second life for grinding grind here is more about obtaining resources , which is one of the main points of a colony management games .",1,1,1
goblin.queen,219150,"January 30, 2017","1,925.8 hrs on record",Recommended,5,0,"i have to keep restarting , and since it is not a quick play type of game , in fact , it might take you weeks of gameplay to finally get to end game , ie .",1,0,1
Brutal Dumbass ☢,413150,"July 3, 2016",916.5 hrs on record,Recommended,0,0,some take hours because they rarely drop and others cause the enemy is so hard to beat and you have to do it multiple times for it .,1,0,1
Naalune,253230,"November 5, 2017",35.4 hrs on record,Recommended,3,0,movement : this might control better than any other game i've played .,1,1,1
Orpheolus,113200,"March 23, 2015",386.7 hrs on record,Recommended,1,0,"( neutral score ) , mostly because of that difficulty spike .",1,0,1
Lil_Weeb,113200,"June 26, 2016",59.7 hrs on record,Recommended,1,2,i now have a newfound hatred for people who choose graphics over gameplay .,1,0,0
Futarias Gremory,219740,"July 4, 2014",16.7 hrs on record,Recommended,1,0,"the only things i would have to complain about , are you get almost all weapons really early compared to how far you get into the game .",1,-1,1
Meneldil,238460,"June 30, 2014",15.8 hrs on record,Recommended,1,0,"there's about thirty weapons to use , from a beer can to a m16 or a frying pan .",1,0,1
The Mute Cynic,698780,"July 17, 2016",17.5 hrs on record,Not Recommended,223,13,"weather events are also prone to happen , but are easier to combat if you have the right heating and cooling equipment installed .",1,0,1
Godot,219150,"March 7, 2016",239.8 hrs on record,Recommended,1,0,stardew valley currently offers a fulfilling single player experience where there are meaningful goals deliberately set out for you to do and even more goals that are hidden from you to keep a certain level of mystery in your gameplay .,1,1,1
Zanda64,219740,"October 5, 2017",20.4 hrs on record,Recommended,30,3,"hat kid can what yookan t yeah i copied that review but thats because it's 100 true only an hour and a half into it but damn , the controls are fluent and smooth , the characters so far all have soul , the atmosphere of the worlds are great , bla bla bla ( i could go on but we d be here for a while ) .",1,1,1
Tuff_Cewkie,253230,"July 4, 2016",142.4 hrs on record,Recommended,1,0,"when you have 63 hours of gameplay , and you are almost to year 3 in the first 9 days of gameplay , it must be a good game .",1,1,1
KeekLaH,294100,"November 26, 2017",41.9 hrs on record,Recommended,19,0,"and i have to say that being in the beginning developed by a single person , its development never ceased to amaze me , adding ever more imaginative features ( good ones ) , which never ceased to embellish its gameplay .",1,1,1
MonkeyMadness20,219150,"June 17, 2015",29.2 hrs on record,Recommended,1,0,but it has a great story behind it and some nice eastereggs : ) the gameplay is very addictive and very gory : d and it's at a cheap price i recomend this game to people who likes games that have great replay value and addictive gameplay but can also handle gory murders and slaughtering peole : p,1,1,1
millseric1991,238460,"January 10, 2017",159.2 hrs on record,Recommended,62,35,i normally check the enemy's weapons to know what i a dealing with .,1,0,1
engie_near,219740,Jan-26,17.7 hrs on record,Recommended,4,0,"hat kid herself controls perfectly , and the platforming is fun .",1,1,1
huminado,238460,"March 5, 2017",72.3 hrs on record,Recommended,6,0,it still has very minor issues in the day to day gameplay .,1,-1,1
[MClan] meepindoofer1,253230,"September 22, 2013",570.0 hrs on record,Recommended,1,0,"finally , the last vanilla class is ranger , this class utilizes an array of bows , guns , or even a rocket launcher , along with a high dexterity and movement speed to stay out of the enemies way .",1,0,1
Brahmin Herder,253230,"May 22, 2017",922.1 hrs on record,Recommended,4,0,"you can customize the difficulty in many direct and indirect ways , from choosing an ai director to choosing a biome and elevation to start in .",1,0,1
Pinkhibiscusx,238460,"August 6, 2014",9.3 hrs on record,Recommended,1,0,"this game is a lot of fun , much like the zelda gameplay .",1,1,1
yee haw,253230,"October 29, 2017",13.2 hrs on record,Recommended,102,1,"+ the game stands on it own two feet , it has its own unique and loveable characters and settings + all of the game is replayable to collect that last item or revisit a world to explore new areas + some levels are fast and easy and some are extremely complex + pure simple fun cons + sometimes the platforming controls can be a bit anoying ( wall jumps not going how you want them to ) + clipping can be a problem but i assume this will be patched in future ( mafia boss bugged several times in my run ) if you loved 3d platformers like super mario , banjo kazooie , and other iconic n64 games of the same style i would encourage you to give this game a go .",1,1,1
Jeb Bush,238460,"June 27, 2014",23.4 hrs on record,Recommended,1,0,the game features a 16 bit graphics style with fast paced combat .,1,0,0
DG Dobrev,238460,"July 15, 2016",112.3 hrs on record,Recommended,60,2,"boasting a rich gameplay that you can mold to your liking be it tougher , easier , or just plain sandbox where you get to build a pretty base , it is sure to please the fans of the colony management genre easily .",1,1,1
y0rkl1u,294100,"July 29, 2017",107.2 hrs on record,Recommended,3,0,"early access review spent 14 hours within the first 2 days rimworld is a terribly absorbing , slow paced , low end machine friendly 2d game where you control multiple colonists to survive on a planet : planting crops , constructing bases , fighting off raiders , trading , crafting , and stuff .",1,1,1
Future Idiot,253230,"February 25, 2018",23.1 hrs on record,Not Recommended,20,4,some of the platforming may be annoying but i definitely can not blame it on controls .,1,1,1
Thrill,413150,"March 2, 2016",165.1 hrs on record,Recommended,1,0,"i loved harvest moon and rune factory , but hm had gotten a little repetitive , and rf went a little crazy in its search for interesting new content , falling all the way down the crafting hole .",1,0,1
lone,219150,"October 26, 2017",12.5 hrs on record,Recommended,4,1,deleting things in the files also acts as a gameplay mechanic with much more weight than you would expect .,1,1,1
xinoxer,253230,"May 13, 2014",666.1 hrs on record,Recommended,1,0,"isaac's is a killer , mass muderer but that's ok : p pro + it can be addictive + endless replayability , every game is not the same + awesome enemies and art design + music is fantastiche cons it can be addictive isaac is naked",1,1,0
LukeNukem,253230,"December 9, 2013",4.7 hrs on record,Recommended,1,0,great satisfying combat combined with a great soundtrack that makes you want to play it forever so for the price it's amazing and 100 worth it .,1,1,0
Sig,219150,"November 12, 2017","1,134.8 hrs on record",Recommended,113,9,incapacitated enemies ( due to extreme pain or loss of limbs ) can be captured .,1,0,1
templeH,253230,"September 6, 2014",64.1 hrs on record,Recommended,1,0,"the gameplay is also fun , made even more so by unlocking new weapons and characters you can play as .",1,1,1
High Potent Nugs,698780,"September 28, 2014",54.5 hrs on record,Recommended,1,0,"the amount of unlockable content is outstanding , mechanics are simple , the game is challenging , and the ambiguity of the game such as randomly generated rooms and the fact that the function of items are hidden until you use it to see for yourself is what makes this game unique and fun game to kill time .",1,1,1
avaster,253230,"December 22, 2018",577.9 hrs on record,Not Recommended,78,6,"4 mechanics mechanics is an issue in this game , if beginner players are being welcomed with these unfinished mechanics then they wont interest in the game and simply get frustrated at the vanilla mechanics and leave if they wont know about mods .",1,-1,1
Eigan123,219740,"November 26, 2017",63.9 hrs on record,Recommended,236,9,"a hat in time even goes as far as to include a speedrun timer in the options , for those willing to take on the challenge of going fast , fast , fast and because hat kid controls quite well , particularly resourceful players will be able to discover shortcuts and different ways to finish a stage .",1,1,1
EndoNerd,113200,"August 3, 2016",176.5 hrs on record,Recommended,1,0,"remember the days of harvest moon snes how incredibly awesome the gameplay was the graphics were spot on and soothing if you are looking for a game like harvest moon , look no further .",1,1,0
Mittsies,294100,"December 4, 2016",476.3 hrs on record,Recommended,64,9,"during combat , you will usually draft each individual person and control them directly , otherwise your colonists will generally carry out their normal tasks rather than actually go out and fight the raiders .",1,0,1
Chum,219740,"October 11, 2017",35.2 hrs on record,Recommended,18,0,"exploring the controls was a bit of a challenge at first , and figuring out the quirks of our protagonist's moves took some getting used to .",1,0,1
Silent Scone,238460,"January 25, 2014",16.7 hrs on record,Recommended,1,0,brilliant fun and a classic variety of weapons .,1,1,1
Yukki,698780,"July 18, 2014",106.6 hrs on record,Recommended,1,0,with its cheap price and over 100 hours of gameplay you dont have an excuse not to buy it now waiting for rebirth .,1,1,1
Goat & Watch,253230,"November 17, 2017",79.1 hrs on record,Recommended,4,0,"easy to get in to , fun to play and control , visually appealing , good story , the postives just keep coming .",1,1,0
NiKaDra,253230,"July 19, 2016",15.5 hrs on record,Recommended,2,1,"( the entire game + all dlc + soundtrack less than 1 ) you should with no doubt play this awesome game it features hundreds of hours of gameplay for sure , along with an immense amount of bosses and items if this looks good to you i say buy it",1,1,0
kritty -- retired cs,219150,"February 11, 2016",6.5 hrs on record,Recommended,1,0,this game diserves ( good score ) for best soundtrack graphic like combat storyline blood would definently recommend this more then any other game out there .,1,1,0
mulina60,238460,"June 13, 2016",527.7 hrs on record,Recommended,1,0,the fishing mechanic is different than any game i've played and while it's much harder it's also much more fun .,1,1,1
chaser_r2,294100,"November 26, 2017",492.9 hrs on record,Recommended,4,0,"you'll always have different terrain , enemies , and situations to deal with .",1,1,1
Fabio,219740,"August 29, 2016",617.3 hrs on record,Recommended,29,0,pyromaniacs late game framerate drops affect flowing gameplay .,1,-1,1
HOL HORSE,219150,"June 28, 2014",24.3 hrs on record,Recommended,1,0,"this game has a hip soundtrack , pixel gore which is too realistic , and nice controls .",1,1,0
The Holy Sy,219150,"September 15, 2014",4.1 hrs on record,Recommended,1,0,stages are completed when all enemies have been thorughly disassembled .,1,0,1
DG Dobrev,294100,"July 15, 2016",112.3 hrs on record,Recommended,60,2,"selectable difficulty depending on the chosen storyteller , you have 5 difficulty levels that will shape your adventure , including a permadeath option that saves the game at regular intervals , and if your colony dies , that's it .",1,0,1
Stormo,238460,"February 4, 2017",617.7 hrs on record,Recommended,148,7,"rimworld's gameplay is very solid , and the priorities and areas function lets you automate work , but still gives you a lot of control , eliminating the tedious parts of managing a colony but keeping the interesting ones .",1,1,1
BrainCR4MP,219740,"July 16, 2016",123.3 hrs on record,Recommended,1,1,you get deep stories from game mechanics that randomize most things and that is rare thing in gamingworld .,1,1,1
Hawns,698780,"October 26, 2014",783.6 hrs on record,Recommended,1,1,"this game is awesome it allowsfor any genre , mass enemy slaughter , exploration , mining , bosses , great music , easy and hard modes , and is overall a great game .",1,1,0
Blitz,219740,"July 15, 2016",103.2 hrs on record,Recommended,742,57,there are a lot of elements and core mechanics to the game that take some time to learn .,1,1,1
roolo,253230,"August 30, 2018",882.8 hrs on record,Recommended,105,5,"i personally pretend these mechanics don't exist , so i don't keep count of my wealth , and i don't sacrifice people .",1,0,1
boob,4000,"January 18, 2018",5.7 hrs on record,Recommended,6,1,"( shows gameplay from simon's quest of the what a horrible night to have a curse dialogue box appearing ) no need for it , but doki doki literature club doesn't have that problem , proving that day to night transitions can work when done right .",1,1,1
Elikabu,698780,May-03,"1,764.2 hrs on record",Recommended,130,11,another 10h + of gameplay the last surviving run out of 10 could escape but at this point i never want to .,1,1,1
bird,219740,"July 4, 2014",6.5 hrs on record,Recommended,1,0,"core mechanics are good , story is only explained in cutscenes , and it is your standard platforming game .",1,1,1
Carrot Tea Cake,253230,"June 18, 2018",999.6 hrs on record,Recommended,"1,322","1,036","you essentially kind of psudeo control these pawns that don't have functioning brains , and you set up schedules , work priorities , all that colony simulator stuff .",1,0,1
vladde TF:GO,238460,"April 27, 2014",15.8 hrs on record,Recommended,1,0,until you finally kill that one last enemy .,0,-2,-2
Markus,219740,"March 16, 2017",184.9 hrs on record,Recommended,3,0,early access review this is one of my experences with rimworld day 1 in rimworld : spawn with a little group of survivors and hurry to get a sleeping place built day 2 : get a storage room set and a garbage area and start mining for resorses and get my base built up and a prison day 3 : a raid begins and enemies start rushing my base i knee cap one of them the other one runs away soo i capture the kneecapped bandit day 4 : i try 4 times to get him to join me he refuses so i start taking out eyes then half way through the second eye my doctor cuts off his head by accident then my people carry him off the the garbage area aka my mass grave sight ( good score ) would be sadistic af,0,-2,-2
Duncan,219150,"July 16, 2016",261.5 hrs on record,Recommended,4,0,"this game is kind of like dwarf fortress lite , it is simpler and better looking than df , but has similar gameplay concepts .",1,1,0
b,253230,"December 7, 2018",23.4 hrs on record,Recommended,82,2,"this didn't bother me most of the time , but there was one mechanic that really frustrated me .",1,-1,1
forestfey,238460,"September 13, 2016","1,824.4 hrs on record",Recommended,2,0,"the game also features an elaborate drugs systems , but since an addiction mechanic is present and intoxication comes with side effects , i cannot see it as glorifying drug use in any way .",1,1,1
UN0W3N,219150,"February 9, 2017",7.4 hrs on record,Recommended,72,4,"from a pure gameplay perspective , it accomplished its intended purpose but it can still hinder the game's appeal to new players , as if the overwhelming variables and sheer amount of displayed information wasn't enough .",1,0,1
sverhrazum,253230,"June 30, 2014",17.1 hrs on record,Recommended,1,0,"this game is laugh a minute not to mention great gameplay , sound , e .",1,1,0
Lodum,253230,"October 12, 2017",38.6 hrs on record,Recommended,2,0,"overall , the story , world , and humor are probably the game's strongest assets but the gameplay's no slouch either .",1,1,0
Guts3062AD,238460,Aug-04,66.9 hrs on record,Recommended,579,19,"steel stayed on his side of the colony , working away at his armor and weapons .",1,0,1
amber_titan,238460,"April 4, 2016",167.2 hrs on record,Recommended,1,0,"every moment of this game is fun , there are times when you're basically doing the daily grind but it doesnt feel boring at all .",1,1,1
Cup of n00bles,219740,"November 21, 2017",146.6 hrs on record,Recommended,6,0,it's a welcome feeling in a genre full of hard to control indie titles .,1,1,1
DG Dobrev,253230,"July 15, 2016",112.3 hrs on record,Recommended,60,2,"the gameplay i will never get tired of saying that , to me , the gameplay is everything and the gameplay of rimworld is downright amazing .",1,1,1
Vengyr,698780,"November 22, 2018",478.3 hrs on record,Recommended,7,1,"more steamlined , but hey , not everyone has 15 years to add obscure mechanics .",1,0,1
The Mute Cynic,4000,"July 17, 2016",17.5 hrs on record,Not Recommended,223,13,i was personally waiting a good four hours for a ai core to be on offer from a trader ( or for the supposed event to spawn so i could harvest it from the enemy ) .,1,0,1
MVBlake,253230,"September 11, 2016",681.2 hrs on record,Recommended,3,0,"the devs have provided a menu based tutorial helper for basic controls , as well as an opening tutorial , but it barely taps the surface of what can be done .",1,-1,1
xJose,219150,"July 19, 2016",93.7 hrs on record,Recommended,1,0,the music was soothing and the gameplay was really peaceful .,1,1,0
bidoofus,219150,"February 7, 2015",460.0 hrs on record,Recommended,1,0,"overall there is so much i could say about this game in terms of its vast amounts of content including weapons , furniture , biomes , monsters , armor , blocks , etc .",1,1,1
Mellow_Online1,698780,"October 23, 2017",8.2 hrs on record,Recommended,99,1,"it's more reliant on its stroy and while i do enjoy games with a good story , i at least like some element of gameplay to go along with it , but i can get by on a visual novel , if it truely has a story worth telling , is something unique and is something that is delivered brilliantly .",1,0,1
adam,219150,"June 24, 2014",1.7 hrs on record,Recommended,1,0,"the combat system is well balanced , as you and the enemy can kill each other in one hit , the trial and error along with the rng of weapon drops makes it overly punishing instead of difficult .",1,1,1
CommanderRoyal,238460,"March 2, 2016",100.8 hrs on record,Recommended,1,0,"as a great memory to harvest moon i love it , and the gameplay is just interesting enough to keep me going .",1,1,1
Alas,219740,"July 6, 2014",4.3 hrs on record,Recommended,1,0,"a lot a byproduct of being as vulnerable as your enemies , a fact i like , coupled with somewhat clunky controls .",1,0,1
KingSchiebi,238460,"November 1, 2012",12.3 hrs on record,Recommended,1,0,"every hit can kill the enemy , as well as yourself , and that's where the game becomes more of a puzzle where the engagement of a room has to be carefully planned and executed , similar to titles like super meat boy .",1,0,1
Sephiroth1204,413150,"November 27, 2013",449.5 hrs on record,Recommended,0,1,you start off with almost nothing and have to build everything from weapons and armor to houses everything to decorate them from the ground up and the only limit is yourself .,1,0,1
Indie,253230,"April 17, 2016",62.4 hrs on record,Recommended,1,0,"what makes stardew valley special is not only the fun gameplay , but the actuall feeling and connection that you find between the town's people , and like it or not you will automaticly get involved in it , and it feels amazing to be in it .",1,1,1
Kynikosa,4000,"November 25, 2017",372.4 hrs on record,Recommended,30,13,"skills can help if your able to make the best of weapons or the shoddiest of statues , it all depends on what your colonists specializies in , you can also improve a certain colonists skill by making him do the work but if he fails , materials will be wasted but skills will improve .",1,0,1
Llyagushen,219150,"June 30, 2014",65.1 hrs on record,Recommended,1,0,"that name alone should make you buy it , but the game is so awesome in all departments : gameplay , replayability , nightmarish yet funny design , insane number of items which affect your character .",1,1,1
T1TanZ,219740,"May 17, 2014",26.3 hrs on record,Recommended,1,0,"this game is fun , but not really repetitive , but the objectives are the same .",1,1,1
Rurik,294100,May-19,2.7 hrs on record,Recommended,76,2,relaxing gameplay and intense replayability .,1,1,1
Anxarcule,219740,"November 15, 2016",390.1 hrs on record,Recommended,66,3,"the customization this game allows is also what makes it potentially fun for just about anyone , and the gradual increase in difficulty keeps things interesting .",1,1,1
Jakaryy,219740,"September 27, 2018",9.8 hrs on record,Recommended,12,0,"helps that the voice acting is purposely silly and melodramatic making it more entertaining + the soundtrack is a lot of fun to play along to and even sit back and listen to it separate from the gameplay , well worth buying it + the level design is absolutely awesome it's basically one world divided into small sections and then into levels .",1,1,0
King Link,219740,"January 29, 2018",27.7 hrs on record,Recommended,23,2,"some enemy was a little annoying i had to figure out how to deal with it , but i wanted to see everything and i 100 percent beat the achievements and game , because the thing is , with all those bugs , the game is still great .",1,1,1
Bartkratz,253230,"June 27, 2015",9.9 hrs on record,Recommended,1,0,the humour makes this game special and is combined with good gameplay .,1,1,1
Draconicrose,4000,"March 13, 2017",897.9 hrs on record,Recommended,12,0,"your people , pawns , have unique personalities which interact with each other and the game mechanics in a way that creates chaos or peace , success or failure .",1,0,1
CujotheWolf,238460,"March 6, 2016",172.2 hrs on record,Recommended,1,0,the story and gameplay are like harvest moon .,1,0,1
Crouchy,4000,"December 29, 2016",279.6 hrs on record,Recommended,41,3,"just to remind you , this game is supposed to be early access and in alpha rimworld has various ways to customise the difficulty , which i really appreciate , so you can set the level of challenge that suits you .",1,1,1
Strelok,219740,"May 10, 2013",7.6 hrs on record,Recommended,1,0,"a survival game thats easy to understand and control , but surprisingly in depth and filled with content .",1,1,1
thancock223,238460,"July 28, 2017",52.4 hrs on record,Recommended,60,20,the turrets finish off the enemies and i start clicking to have my one standing guy rescue the others .,1,0,1
Crayola,253230,"October 12, 2017",126.3 hrs on record,Recommended,8,0,everything is tied together and let's you have a good sense of the game mechanics .,1,1,1
genkipro,219150,"April 17, 2017",11.6 hrs on record,Recommended,33,2,"in rimworld , you take control of a small group of colonists trying to survive on a frontier planet .",1,0,1
Meneldil,219740,"June 30, 2014",15.8 hrs on record,Recommended,1,0,"the controls are sharp , and easy to grapsh : you use your keyboard to move , and your mose to target and hit .",1,1,1
Padre,253230,Aug-30,240.4 hrs on record,Recommended,299,80,graphics forget what reality is good it's own lane gameplay good addictive time killer at walls is better don't audio good very good too bad ears will bleed audience good adults pc requirements if you can run paint good potato boiiiiii nasa if they have a spare computer difficulity press a significant brain usage good easy to learn / hard to master souls grind good nothing to grind if you care about leaderboards / ranks necessary to progress grind level much grind need a second life for grinding story good make your own adventure sucks replace your life game time enough for a cup of coffee good to infinity and beyond price free good worth every penny you have some spare money left recommended could also just burn your money bugs good only caused by some third party mods bugs get annoying survival evolved game itself is a big terrarium for bugs,1,1,0
HisDisciple,219150,"November 29, 2013",24.3 hrs on record,Recommended,1,0,"hotline miami has a high difficulty level , so it is certainly not for everyone .",1,0,1
Raven,4000,"September 13, 2016",689.5 hrs on record,Recommended,7,2,in beta and moving towards release and the gameplay itself a great mix of base building with resource people management .,1,1,1
NoOne,698780,"November 24, 2016",521.7 hrs on record,Recommended,10,0,"however , with the newest update likely added very new mechanics and features to be explored , the last bit can be forgotten , and besides all that , the game is great , and i will keep playing this .",1,1,1
Real Nigga,219740,"June 6, 2014",2.3 hrs on record,Recommended,1,0,"play this amazing game , great mechanics",1,1,1
P1nk0,698780,"April 13, 2015",707.9 hrs on record,Recommended,1,0,there are around 4000 items and 360 of them are weapons .,1,0,1
Barrel,253230,"October 13, 2017",119.4 hrs on record,Recommended,3,0,"a cute as hell platformer with stellar controls , great music , and awesome design .",1,1,0
Gordon Ramsay,253230,"October 24, 2018",11.5 hrs on record,Recommended,2,0,the only thing that some might not like is that the camera itself can become a constant enemy .,1,-1,1
Mittsies,294100,"December 4, 2016",476.3 hrs on record,Recommended,64,9,"df is an incredibly complex experience with virtually bottomless gameplay depth , while rw is a lot more basic by comparison .",1,0,1
roolo,238460,"August 30, 2018",882.8 hrs on record,Recommended,105,5,"however , this doesn't mean threats are repetitive .",1,1,1
♥ Onee~Chan ♥,4000,"October 24, 2017",4.5 hrs on record,Recommended,5,0,"but if you came for gameplay , there would not be much , so don't expect that much .",1,-1,1
Tornik,253230,"May 24, 2016",205.3 hrs on record,Recommended,0,0,the gameplay is great as well .,1,1,1
forestfey,219150,"September 13, 2016","1,824.4 hrs on record",Recommended,2,0,"it happened more than once , that a former mod only mechanic was implemented into the core game .",1,0,1
BrandonGiesing,219740,"December 18, 2018",37.1 hrs on record,Recommended,3,0,"it's super charming ( story , characters , etc ) , has amazing music , and controls well .",1,1,1
Hashshashin,238460,"September 27, 2017","1,052.2 hrs on record",Recommended,74,4,if you have sat on the fence or gameplay means more than graphics then buy this you will not be dispointed .,1,1,1
CheeseMonk,4000,"June 25, 2018",723.1 hrs on record,Recommended,95,20,"the game has surprizing variety of content : techtrees , drugs , weapons , workstations , crops , clothing , artwork , plants , animals , bionic body parts , supertech psycic items , and more yet it gives few quests and makes no demands telling you what to do with the rich environment .",1,1,1
Sithodah,219740,"November 26, 2018",74.2 hrs on record,Recommended,7,0,"this kind of game doesnt excel on it's gameplay typically , but rimworld is compelling and tense , can just happen at the drop of hat and suddenly your colony is being overrun by maniac deer .",1,1,1
Wit,219740,"November 20, 2017",28.5 hrs on record,Recommended,567,342,"many things were lost , the fire consumed all , including all the weapons left behind colonists felled by the inferno .",1,0,1
Tornik,294100,"May 24, 2016",205.3 hrs on record,Recommended,0,0,"bosses , monsters , rewards , a large ( and i mean huge ) array of weapons , items , decorations , you name it .",1,0,1
Dinamitestick,253230,"December 11, 2013",7.0 hrs on record,Recommended,1,0,"great game fast paced , full of gore , versatile weapons , great storyline with a twisting plot , also enjoying the soundtrack .",1,1,0
derpman,294100,"December 2, 2016",344.0 hrs on record,Recommended,14,5,"when a raid comes , get your combat pawns behind cover and let them fire .",1,0,1
MechMK1,219150,"July 31, 2017",258.3 hrs on record,Recommended,24,4,"the in game tutorial does a great job at explaining the gameplay basics and the controls and after an hour or two of playing around , you'll get the hang of it .",1,1,1
Mumra,238460,"August 2, 2016",63.3 hrs on record,Not Recommended,583,30,"i really do hope to eventually be able to change my review , what needs to change for that to happen is that the mechanics need to feel rounded out in the core game without relying on mods .",1,-1,1
Straylow,238460,"May 3, 2012",44.0 hrs on record,Recommended,1,0,"the music is great , the gameplay is simple yet addictive , and i'm always trying to find new treasures and beat that next boss .",1,1,0
